Object Type,Property,Name,English [en-US],Spanish [es-ES]
Column,Caption,Endeudamiento Nueva[FechaPrimerInteresPtoPromotor],FechaPrimerInteresPtoPromotor,FechaPrimerInteresPtoPromotor
Column,Caption,Endeudamiento Nueva[DiposicionIniPtoPromotor],DiposicionIniPtoPromotor,DiposicionIniPtoPromotor
Table,Caption,Medidas,Medidas,Medidas
Measure,Caption,Medidas[Endeudamiento Amortizacion (SUM)],Endeudamiento Amortizacion (SUM),Endeudamiento Amortizacion (SUM)
Table,DisplayFolder,Medidas[Endeudamiento],,
Measure,Caption,Medidas[Endeudamiento Amortizacion Accumulado],Endeudamiento Amortizacion Accumulado,Endeudamiento Amortizacion Accumulado
Measure,Caption,Medidas[Endeudamiento Pendiente Accumulado],Endeudamiento Pendiente Accumulado,Endeudamiento Pendiente Accumulado
Measure,Caption,Medidas[Endeudamiento Pendiente Inicial (SUM)],Endeudamiento Pendiente Inicial (SUM),Endeudamiento Pendiente Inicial (SUM)
Measure,Caption,Medidas[Endeudamiento Fecha Inicio],Endeudamiento Fecha Inicio,Endeudamiento Fecha Inicio
Measure,Caption,Medidas[Endeudamiento Fecha Fin],Endeudamiento Fecha Fin,Endeudamiento Fecha Fin
Measure,Caption,Medidas[Endeudamiento Total],Endeudamiento Total,Endeudamiento Total
Measure,Caption,Medidas[Credito Limite/Importe Inicial (SUM)],Credito Limite/Importe Inicial (SUM),Credito Limite/Importe Inicial (SUM)
Table,DisplayFolder,Medidas[Credito],,
Measure,Caption,Medidas[Credito Dispuesto/Pendiente Acumulado],Credito Dispuesto/Pendiente Acumulado,Credito Dispuesto/Pendiente Acumulado
Measure,Caption,Medidas[Credito Amortizacion Acumulado],Credito Amortizacion Acumulado,Credito Amortizacion Acumulado
Measure,Caption,Medidas[Endeudamiento Amortizacion Inicial],Endeudamiento Amortizacion Inicial,Endeudamiento Amortizacion Inicial
Measure,Caption,Medidas[Credito Disponible Acumulado],Credito Disponible Acumulado,Credito Disponible Acumulado
Measure,Caption,Medidas[Credito Tipo Interes/Diferencial (Single Value/Lowest Level)],Credito Tipo Interes/Diferencial (Single Value/Lowest Level),Credito Tipo Interes/Diferencial (Single Value/Lowest Level)
Measure,Caption,Medidas[Credito Fecha Vencimiento (Single Value/Lowest Level)],Credito Fecha Vencimiento (Single Value/Lowest Level),Credito Fecha Vencimiento (Single Value/Lowest Level)
Measure,Caption,Medidas[Credito es Carga Manual? (Single Value/Lowest Level)],Credito es Carga Manual? (Single Value/Lowest Level),Credito es Carga Manual? (Single Value/Lowest Level)
Measure,Caption,Medidas[Credito Fecha Inicio (Single Value/Lowest Level)],Credito Fecha Inicio (Single Value/Lowest Level),Credito Fecha Inicio (Single Value/Lowest Level)
Table,Caption,Endeudamiento_Nueva_to_Credito,Endeudamiento_Nueva_to_Credito,Endeudamiento_Nueva_to_Credito
Column,Caption,Endeudamiento_Nueva_to_Credito[CdOperacion],CdOperacion,CdOperacion
Column,Caption,Endeudamiento_Nueva_to_Credito[CdInstrumento],CdInstrumento,CdInstrumento
Column,Caption,Endeudamiento_Nueva_to_Credito[Credito Descripcion],Credito Descripcion,Credito Descripcion
Column,Caption,Endeudamiento_Nueva_to_Credito[CD_EMPRESA],CD_EMPRESA,CD_EMPRESA
Column,Caption,Endeudamiento_Nueva_to_Credito[CD_BANCO],CD_BANCO,CD_BANCO
Column,Caption,Endeudamiento_Nueva_to_Credito[CD_CUENTA],CD_CUENTA,CD_CUENTA
Column,Caption,Endeudamiento_Nueva_to_Credito[Fecha Vencimiento],Fecha Vencimiento,Fecha Vencimiento
Column,Caption,Endeudamiento_Nueva_to_Credito[Tipo Interes/Diferencial],Tipo Interes/Diferencial,Tipo Interes/Diferencial
Column,Caption,Endeudamiento_Nueva_to_Credito[Limite/Importe],Limite/Importe,Limite/Importe
Column,Caption,Endeudamiento_Nueva_to_Credito[Tipo_Producto_DS],Tipo_Producto_DS,Tipo_Producto_DS
Column,Caption,Endeudamiento_Nueva_to_Credito[ItCargaManual],ItCargaManual,ItCargaManual
Column,Caption,Endeudamiento_Nueva_to_Credito[Fecha Inicio],Fecha Inicio,Fecha Inicio
Table,Caption,Credito_Grupo_Tipos,Credito_Grupo_Tipos,Credito_Grupo_Tipos
Column,Caption,Credito_Grupo_Tipos[Credito_Grupo_ID],Credito_Grupo_ID,Credito_Grupo_ID
Column,Caption,Credito_Grupo_Tipos[Credito_Grupo_DS],Credito_Grupo_DS,Credito_Grupo_DS
Column,Caption,Credito_Grupo_Tipos[Descripcion],Descripcion,Descripcion
Table,Caption,Condiciones_to_Credito,Condiciones_to_Credito,Condiciones_to_Credito
Column,Caption,Condiciones_to_Credito[CD_CONDICION],CD_CONDICION,CD_CONDICION
Column,Caption,Condiciones_to_Credito[Credito Descripcion],Credito Descripcion,Credito Descripcion
Column,Caption,Condiciones_to_Credito[CD_CUENTA],CD_CUENTA,CD_CUENTA
Column,Caption,Condiciones_to_Credito[Fecha Vencimiento],Fecha Vencimiento,Fecha Vencimiento
Column,Caption,Condiciones_to_Credito[Limite/Importe],Limite/Importe,Limite/Importe
Column,Caption,Condiciones_to_Credito[CD_EMPRESA],CD_EMPRESA,CD_EMPRESA
Column,Caption,Condiciones_to_Credito[CD_BANCO],CD_BANCO,CD_BANCO
Column,Caption,Condiciones_to_Credito[Tipo_Producto_DS],Tipo_Producto_DS,Tipo_Producto_DS
Column,Caption,Condiciones_to_Credito[Tipo Interes/Diferencial],Tipo Interes/Diferencial,Tipo Interes/Diferencial
Column,Caption,Condiciones_to_Credito[Fecha Inicio],Fecha Inicio,Fecha Inicio
Table,Caption,Endeudamiento_Tipos,Endeudamiento_Tipos,Endeudamiento_Tipos
Column,Caption,Endeudamiento_Tipos[CdInstrumento],CdInstrumento,CdInstrumento
Column,Caption,Endeudamiento_Tipos[CdInstrumento_DS],CdInstrumento_DS,CdInstrumento_DS
Column,Caption,Endeudamiento_Tipos[Descripcion],Descripcion,Descripcion
Column,Caption,Endeudamiento_Tipos[CdTipoOperacion],CdTipoOperacion,CdTipoOperacion
Column,Caption,Endeudamiento_Tipos[CdMetodoAmortizacion],CdMetodoAmortizacion,CdMetodoAmortizacion
Column,Caption,Endeudamiento_Tipos[CdModoPagoInteres],CdModoPagoInteres,CdModoPagoInteres
Column,Caption,Endeudamiento_Tipos[CdTipoCalculo],CdTipoCalculo,CdTipoCalculo
Column,Caption,Endeudamiento_Tipos[BaseCalculo],BaseCalculo,BaseCalculo
Column,Caption,Endeudamiento_Tipos[Retencion],Retencion,Retencion
Column,Caption,Endeudamiento_Tipos[FrecuenciaPeriodificacion],FrecuenciaPeriodificacion,FrecuenciaPeriodificacion
Column,Caption,Endeudamiento_Tipos[FrecuenciaReclasificacion],FrecuenciaReclasificacion,FrecuenciaReclasificacion
Column,Caption,Endeudamiento_Tipos[CD_PLAN_CTA_CONTRAPARTIDA],CD_PLAN_CTA_CONTRAPARTIDA,CD_PLAN_CTA_CONTRAPARTIDA
Column,Caption,Endeudamiento_Tipos[ItFacturacion],ItFacturacion,ItFacturacion
Column,Caption,Endeudamiento_Tipos[ItAplicarRetencionCapital],ItAplicarRetencionCapital,ItAplicarRetencionCapital
Column,Caption,Endeudamiento_Tipos[ItAplicarImpuesto],ItAplicarImpuesto,ItAplicarImpuesto
Column,Caption,Endeudamiento_Tipos[CdSyncPrevisionTipo],CdSyncPrevisionTipo,CdSyncPrevisionTipo
Column,Caption,Endeudamiento_Tipos[CdTipoPrevision],CdTipoPrevision,CdTipoPrevision
Column,Caption,Endeudamiento_Tipos[CdTipoDocumento],CdTipoDocumento,CdTipoDocumento
Column,Caption,Endeudamiento_Tipos[CdCerteza],CdCerteza,CdCerteza
Column,Caption,Endeudamiento_Tipos[CdConcepto_Cuota],CdConcepto_Cuota,CdConcepto_Cuota
Column,Caption,Endeudamiento_Tipos[CdViaCobroPago_Cuota],CdViaCobroPago_Cuota,CdViaCobroPago_Cuota
Column,Caption,Endeudamiento_Tipos[CdConcepto_Impuestos],CdConcepto_Impuestos,CdConcepto_Impuestos
Column,Caption,Endeudamiento_Tipos[CdViaCobroPago_Impuestos],CdViaCobroPago_Impuestos,CdViaCobroPago_Impuestos
Column,Caption,Endeudamiento_Tipos[CdConcepto_Intereses],CdConcepto_Intereses,CdConcepto_Intereses
Column,Caption,Endeudamiento_Tipos[CdViaCobroPago_Intereses],CdViaCobroPago_Intereses,CdViaCobroPago_Intereses
Column,Caption,Endeudamiento_Tipos[CdConcepto_Principal],CdConcepto_Principal,CdConcepto_Principal
Column,Caption,Endeudamiento_Tipos[CdViaCobroPago_Principal],CdViaCobroPago_Principal,CdViaCobroPago_Principal
Column,Caption,Endeudamiento_Tipos[NmValorImpuesto],NmValorImpuesto,NmValorImpuesto
Column,Caption,Endeudamiento_Tipos[ItAplicarValorResidualCuota],ItAplicarValorResidualCuota,ItAplicarValorResidualCuota
Column,Caption,Endeudamiento_Tipos[ItAplicarInteresPrimerPeriodo],ItAplicarInteresPrimerPeriodo,ItAplicarInteresPrimerPeriodo
Column,Caption,Endeudamiento_Tipos[NmBaseCalculoRetencion],NmBaseCalculoRetencion,NmBaseCalculoRetencion
Column,Caption,Endeudamiento_Tipos[ItPtoPromotor],ItPtoPromotor,ItPtoPromotor
Table,Caption,Creditos,Creditos,Creditos
Column,Caption,Creditos[CD_EMPRESA],CD_EMPRESA,CD_EMPRESA
Column,Caption,Creditos[CdInstrumento],CdInstrumento,CdInstrumento
Column,Caption,Creditos[CdOperacion],CdOperacion,CdOperacion
Column,Caption,Creditos[CD_BANCO],CD_BANCO,CD_BANCO
Column,Caption,Creditos[CD_CUENTA],CD_CUENTA,CD_CUENTA
Column,Caption,Creditos[Credito Descripcion],Credito Descripcion,Credito Descripcion
Column,Caption,Creditos[Fecha Vencimiento],Fecha Vencimiento,Fecha Vencimiento
Column,Caption,Creditos[Limite/Importe],Limite/Importe,Limite/Importe
Column,Caption,Creditos[CD_CONDICION],CD_CONDICION,CD_CONDICION
Column,Caption,Creditos[Tipo_Producto_DS],Tipo_Producto_DS,Tipo_Producto_DS
Column,Caption,Creditos[Credito_Grupo_ID],Credito_Grupo_ID,Credito_Grupo_ID
Column,Caption,Creditos[Tipo de Producto],Tipo de Producto,Tipo de Producto
Column,Caption,Creditos[Credito Grupo Descripcion],Credito Grupo Descripcion,Credito Grupo Descripcion
Column,Caption,Creditos[Credito_Grupo_DS],Credito_Grupo_DS,Credito_Grupo_DS
Column,Caption,Creditos[ItCargaManual],ItCargaManual,ItCargaManual
Column,Caption,Creditos[Fecha Inicio],Fecha Inicio,Fecha Inicio
Column,Caption,Creditos[Tipo Interes/Diferencial],Tipo Interes/Diferencial,Tipo Interes/Diferencial
Table,Caption,Credito_Tipos,Credito_Tipos,Credito_Tipos
Column,Caption,Credito_Tipos[Credito_Grupo_ID],Credito_Grupo_ID,Credito_Grupo_ID
Column,Caption,Credito_Tipos[Tipo de Producto],Tipo de Producto,Tipo de Producto
Column,Caption,Credito_Tipos[Tipo_Producto_DS],Tipo_Producto_DS,Tipo_Producto_DS
Column,Caption,Credito_Tipos[Credito_Grupo_DS],Credito_Grupo_DS,Credito_Grupo_DS
Column,Caption,Credito_Tipos[Credito Grupo Descripcion],Credito Grupo Descripcion,Credito Grupo Descripcion
Table,Caption,Creditos_Mixed,Creditos_Mixed,Creditos_Mixed
Column,Caption,Creditos_Mixed[CdOperacion],CdOperacion,CdOperacion
Column,Caption,Creditos_Mixed[CdInstrumento],CdInstrumento,CdInstrumento
Column,Caption,Creditos_Mixed[Descripcion],Descripcion,Descripcion
Column,Caption,Creditos_Mixed[Alias],Alias,Alias
Column,Caption,Creditos_Mixed[CdEmpresa],CdEmpresa,CdEmpresa
Column,Caption,Creditos_Mixed[CdBanco],CdBanco,CdBanco
Column,Caption,Creditos_Mixed[CdCuenta],CdCuenta,CdCuenta
Column,Caption,Creditos_Mixed[ImportePendiente],ImportePendiente,ImportePendiente
Column,Caption,Creditos_Mixed[FechaInicio],FechaInicio,FechaInicio
Column,Caption,Creditos_Mixed[FechaImportePendiente],FechaImportePendiente,FechaImportePendiente
Column,Caption,Creditos_Mixed[FechaFin],FechaFin,FechaFin
Column,Caption,Creditos_Mixed[TipoInteresInicial],TipoInteresInicial,TipoInteresInicial
Column,Caption,Creditos_Mixed[TipoInteresActual],TipoInteresActual,TipoInteresActual
Column,Caption,Creditos_Mixed[TipoRetencion],TipoRetencion,TipoRetencion
Column,Caption,Creditos_Mixed[BaseCalculo],BaseCalculo,BaseCalculo
Column,Caption,Creditos_Mixed[NumDecimalesInt],NumDecimalesInt,NumDecimalesInt
Column,Caption,Creditos_Mixed[CdFrecuenciaIntereses],CdFrecuenciaIntereses,CdFrecuenciaIntereses
Column,Caption,Creditos_Mixed[FechaPrimerInteres],FechaPrimerInteres,FechaPrimerInteres
Column,Caption,Creditos_Mixed[CdTipoOperacion],CdTipoOperacion,CdTipoOperacion
Column,Caption,Creditos_Mixed[ImporteInicial],ImporteInicial,ImporteInicial
Column,Caption,Creditos_Mixed[ImporteIntereses],ImporteIntereses,ImporteIntereses
Column,Caption,Creditos_Mixed[ImporteRetencion],ImporteRetencion,ImporteRetencion
Column,Caption,Creditos_Mixed[ImporteTotal],ImporteTotal,ImporteTotal
Column,Caption,Creditos_Mixed[Pedidos],Pedidos,Pedidos
Column,Caption,Creditos_Mixed[Duracion],Duracion,Duracion
Column,Caption,Creditos_Mixed[Cuota],Cuota,Cuota
Column,Caption,Creditos_Mixed[ClienteDesc],ClienteDesc,ClienteDesc
Column,Caption,Creditos_Mixed[ClienteId],ClienteId,ClienteId
Column,Caption,Creditos_Mixed[FactorFinanciacion],FactorFinanciacion,FactorFinanciacion
Column,Caption,Creditos_Mixed[ItConfirmado],ItConfirmado,ItConfirmado
Column,Caption,Creditos_Mixed[FechaExportacion],FechaExportacion,FechaExportacion
Column,Caption,Creditos_Mixed[ItComision],ItComision,ItComision
Column,Caption,Creditos_Mixed[NmValorImpuesto],NmValorImpuesto,NmValorImpuesto
Column,Caption,Creditos_Mixed[ItContabilizable],ItContabilizable,ItContabilizable
Column,Caption,Creditos_Mixed[CdSyncPrevisionTipo],CdSyncPrevisionTipo,CdSyncPrevisionTipo
Column,Caption,Creditos_Mixed[CdTipoPrevision],CdTipoPrevision,CdTipoPrevision
Column,Caption,Creditos_Mixed[CdTipoDocumento],CdTipoDocumento,CdTipoDocumento
Column,Caption,Creditos_Mixed[CdCerteza],CdCerteza,CdCerteza
Column,Caption,Creditos_Mixed[CdConcepto_Cuota],CdConcepto_Cuota,CdConcepto_Cuota
Column,Caption,Creditos_Mixed[CdViaCobroPago_Cuota],CdViaCobroPago_Cuota,CdViaCobroPago_Cuota
Column,Caption,Creditos_Mixed[CdConcepto_Impuestos],CdConcepto_Impuestos,CdConcepto_Impuestos
Column,Caption,Creditos_Mixed[CdViaCobroPago_Impuestos],CdViaCobroPago_Impuestos,CdViaCobroPago_Impuestos
Column,Caption,Creditos_Mixed[CdConcepto_Intereses],CdConcepto_Intereses,CdConcepto_Intereses
Column,Caption,Creditos_Mixed[CdViaCobroPago_Intereses],CdViaCobroPago_Intereses,CdViaCobroPago_Intereses
Column,Caption,Creditos_Mixed[CdConcepto_Principal],CdConcepto_Principal,CdConcepto_Principal
Column,Caption,Creditos_Mixed[CdViaCobroPago_Principal],CdViaCobroPago_Principal,CdViaCobroPago_Principal
Column,Caption,Creditos_Mixed[ItAplicarValorResidualCuota],ItAplicarValorResidualCuota,ItAplicarValorResidualCuota
Column,Caption,Creditos_Mixed[ItAplicarInteresPrimerPeriodo],ItAplicarInteresPrimerPeriodo,ItAplicarInteresPrimerPeriodo
Column,Caption,Creditos_Mixed[NmValorResidual],NmValorResidual,NmValorResidual
Column,Caption,Creditos_Mixed[ItAplicarRetencionCapital],ItAplicarRetencionCapital,ItAplicarRetencionCapital
Column,Caption,Creditos_Mixed[NmBaseCalculoRetencion],NmBaseCalculoRetencion,NmBaseCalculoRetencion
Column,Caption,Creditos_Mixed[ItCargaManual],ItCargaManual,ItCargaManual
Column,Caption,Creditos_Mixed[LimitePtoPromotor],LimitePtoPromotor,LimitePtoPromotor
Column,Caption,Creditos_Mixed[TipoInteresIniPtoPromotor],TipoInteresIniPtoPromotor,TipoInteresIniPtoPromotor
Column,Caption,Creditos_Mixed[FechaIniPtoPromotor],FechaIniPtoPromotor,FechaIniPtoPromotor
Column,Caption,Creditos_Mixed[FechaFinPtoPromotor],FechaFinPtoPromotor,FechaFinPtoPromotor
Column,Caption,Creditos_Mixed[CdFrecuenciaInteresesPtoPromotor],CdFrecuenciaInteresesPtoPromotor,CdFrecuenciaInteresesPtoPromotor
Column,Caption,Creditos_Mixed[FechaLiqInteresesPtoPromotor],FechaLiqInteresesPtoPromotor,FechaLiqInteresesPtoPromotor
Column,Caption,Creditos_Mixed[FechaPrimerInteresPtoPromotor],FechaPrimerInteresPtoPromotor,FechaPrimerInteresPtoPromotor
Column,Caption,Creditos_Mixed[DiposicionIniPtoPromotor],DiposicionIniPtoPromotor,DiposicionIniPtoPromotor
Column,Caption,Creditos_Mixed[CD_CONDICION],CD_CONDICION,CD_CONDICION
Column,Caption,Creditos_Mixed[DS_CONDICION],DS_CONDICION,DS_CONDICION
Column,Caption,Creditos_Mixed[CD_CUENTA],CD_CUENTA,CD_CUENTA
Column,Caption,Creditos_Mixed[FC_INICIO],FC_INICIO,FC_INICIO
Column,Caption,Creditos_Mixed[FC_FIN],FC_FIN,FC_FIN
Column,Caption,Creditos_Mixed[NM_LIMITE],NM_LIMITE,NM_LIMITE
Column,Caption,Creditos_Mixed[CD_PERIODO_LIQUIDACION],CD_PERIODO_LIQUIDACION,CD_PERIODO_LIQUIDACION
Column,Caption,Creditos_Mixed[CD_PERIODO_REVISION],CD_PERIODO_REVISION,CD_PERIODO_REVISION
Column,Caption,Creditos_Mixed[FC_REVISION],FC_REVISION,FC_REVISION
Column,Caption,Creditos_Mixed[NM_SALDO_MINIMO],NM_SALDO_MINIMO,NM_SALDO_MINIMO
Column,Caption,Creditos_Mixed[CD_TIPO_REFERENCIA],CD_TIPO_REFERENCIA,CD_TIPO_REFERENCIA
Column,Caption,Creditos_Mixed[IT_DESLIZAMIENTO],IT_DESLIZAMIENTO,IT_DESLIZAMIENTO
Column,Caption,Creditos_Mixed[NM_COMISION_NO_DISPONIBLE],NM_COMISION_NO_DISPONIBLE,NM_COMISION_NO_DISPONIBLE
Column,Caption,Creditos_Mixed[NM_COMISION_ESTUDIO],NM_COMISION_ESTUDIO,NM_COMISION_ESTUDIO
Column,Caption,Creditos_Mixed[NM_COMISION_APERTURA],NM_COMISION_APERTURA,NM_COMISION_APERTURA
Column,Caption,Creditos_Mixed[KAT_CONDICIONES_TRAMOS.1.NM_TIPO_FIJO],KAT_CONDICIONES_TRAMOS.1.NM_TIPO_FIJO,KAT_CONDICIONES_TRAMOS.1.NM_TIPO_FIJO
Column,Caption,Creditos_Mixed[KAT_TIPO_FIJO2],KAT_TIPO_FIJO2,KAT_TIPO_FIJO2
Table,Caption,Empty,Empty,Empty